date,premise_code,item_code,price
2023-11-02,2190,2,10.4
2023-11-02,2230,2,12.0
2023-11-02,2270,2,10.8
2023-11-02,2280,2,10.39
2023-11-02,2450,2,11.99
2023-11-02,2507,2,13.4
2023-11-02,2517,2,12.0
2023-11-02,2554,2,11.99
2023-11-02,2573,2,10.4
2023-11-02,2617,2,12.0
2023-11-02,2629,2,10.8
2023-11-02,2879,2,10.8
2023-11-02,3003,2,10.3
2023-11-02,3130,2,10.3
2023-11-02,3214,2,10.8
2023-11-02,3702,2,13.0
2023-11-02,3727,2,9.99
2023-11-02,3838,2,10.5
2023-11-02,3845,2,11.99
2023-11-02,4302,2,11.99
2023-11-02,4313,2,12.0
2023-11-02,4667,2,15.5
2023-11-02,5234,2,10.8
2023-11-02,5379,2,10.8
2023-11-02,5678,2,10.8
2023-11-02,5823,2,9.99
2023-11-02,5980,2,10.4
2023-11-02,6143,2,10.3
2023-11-02,6177,2,10.79
2023-11-02,6206,2,12.0
2023-11-02,9933,2,12.0
2023-11-02,10720,2,11.89
2023-11-02,10750,2,13.3
2023-11-02,11332,2,10.8
2023-11-02,11523,2,10.8
2023-11-02,11524,2,10.29
2023-11-02,11536,2,10.8
2023-11-02,11537,2,10.8
2023-11-02,11538,2,12.9
2023-11-02,11543,2,12.3
2023-11-02,11564,2,10.4
2023-11-02,11568,2,10.8
2023-11-02,11587,2,12.3
2023-11-02,11614,2,10.39
2023-11-02,11622,2,10.3
2023-11-02,11630,2,10.4
2023-11-02,11632,2,12.0
2023-11-02,11652,2,10.3
2023-11-02,11711,2,12.29
2023-11-02,11925,2,10.4
2023-11-02,12743,2,10.4
2023-11-02,12761,2,12.0
2023-11-02,13790,2,10.4
2023-11-02,14384,2,10.8
2023-11-02,14807,2,10.3
2023-11-02,14811,2,10.3
2023-11-02,14863,2,11.89
2023-11-02,15531,2,12.5
2023-11-02,15556,2,10.79
2023-11-02,15820,2,12.29
2023-11-02,16087,2,10.3
2023-11-02,16195,2,11.99
2023-11-02,16353,2,9.99
2023-11-02,16383,2,12.29
2023-11-02,16394,2,11.99
2023-11-02,16472,2,10.5
2023-11-02,16482,2,9.49
2023-11-02,16519,2,10.8
2023-11-02,16522,2,10.8
2023-11-02,16554,2,12.29
2023-11-02,17098,2,11.99
2023-11-02,17128,2,8.79
2023-11-02,17152,2,11.89
2023-11-02,17167,2,10.4
2023-11-02,17179,2,12.8
2023-11-02,17292,2,11.89
2023-11-02,17329,2,11.99
2023-11-02,17370,2,10.4
2023-11-02,17488,2,11.79
2023-11-02,17560,2,10.8
2023-11-02,17649,2,9.89
2023-11-02,17703,2,18.9
2023-11-02,17710,2,12.0
2023-11-02,17712,2,10.2
2023-11-02,17728,2,11.5
2023-11-02,17789,2,11.49
2023-11-02,17828,2,10.5
2023-11-02,17831,2,11.89
2023-11-02,17835,2,10.8
2023-11-02,17839,2,10.79
2023-11-02,17851,2,13.29
2023-11-02,17854,2,13.9
2023-11-02,17866,2,10.5
2023-11-02,17876,2,10.8
2023-11-02,17877,2,10.5
2023-11-02,17881,2,10.8
2023-11-02,17975,2,11.9
2023-11-02,17987,2,10.79
2023-11-02,18105,2,11.99
2023-11-02,18129,2,10.8
2023-11-02,18135,2,9.99
2023-11-02,18165,2,11.99
2023-11-02,18170,2,12.0
2023-11-02,18197,2,10.5
2023-11-02,18209,2,11.5
2023-11-02,18337,2,8.79
2023-11-02,18340,2,12.9
2023-11-02,18344,2,10.8
2023-11-02,18345,2,10.5
2023-11-02,18346,2,10.8
2023-11-02,18351,2,11.59
2023-11-02,18413,2,12.0
2023-11-02,18457,2,11.9
2023-11-02,18460,2,10.8
2023-11-02,18462,2,14.5
2023-11-02,18464,2,11.99
2023-11-02,18466,2,12.3
2023-11-02,18481,2,11.99
2023-11-02,18501,2,10.8
2023-11-02,18502,2,9.99
2023-11-02,18503,2,10.8
2023-11-02,18576,2,8.9
2023-11-02,18605,2,10.4
2023-11-02,18705,2,12.29
2023-11-02,19117,2,11.99
2023-11-02,20690,2,10.4
2023-11-02,20695,2,12.3
2023-11-02,20715,2,13.2
2023-11-02,20722,2,10.4
2023-11-02,20732,2,10.5
2023-11-02,20740,2,8.45
2023-11-02,20810,2,10.4
2023-11-02,20833,2,10.4
2023-11-02,20854,2,10.39
2023-11-02,20856,2,10.3
2023-11-02,20864,2,9.99
2023-11-02,20865,2,10.8
2023-11-02,20866,2,10.79
2023-11-02,20867,2,10.6
2023-11-03,3,2,10.3
2023-11-03,361,2,10.8
2023-11-03,365,2,13.5
2023-11-03,494,2,10.39
2023-11-03,589,2,11.0
2023-11-03,633,2,13.0
2023-11-03,729,2,8.99
2023-11-03,754,2,11.59
2023-11-03,758,2,11.7
2023-11-03,834,2,12.0
2023-11-03,873,2,12.0
2023-11-03,1117,2,10.4
2023-11-03,1134,2,9.7
2023-11-03,1300,2,12.2
2023-11-03,1844,2,10.8
2023-11-03,2028,2,10.39
2023-11-03,2109,2,13.3
2023-11-03,2161,2,10.4
2023-11-03,2190,2,10.4
2023-11-03,2230,2,12.0
2023-11-03,2270,2,11.6
2023-11-03,2280,2,10.39
2023-11-03,2450,2,11.99
2023-11-03,2507,2,13.4
2023-11-03,2517,2,12.0
2023-11-03,2554,2,11.99
2023-11-03,2573,2,10.4
2023-11-03,2617,2,12.0
2023-11-03,2629,2,10.8
2023-11-03,2879,2,10.8
2023-11-03,3003,2,10.3
2023-11-03,3130,2,10.3
2023-11-03,3214,2,10.8
2023-11-03,3702,2,13.0
2023-11-03,3838,2,10.5
2023-11-03,3845,2,11.99
2023-11-03,4302,2,11.99
2023-11-03,4313,2,12.0
2023-11-03,4667,2,15.5
2023-11-03,5218,2,10.69
2023-11-03,5234,2,10.8
2023-11-03,5379,2,10.8
2023-11-03,5678,2,11.5
2023-11-03,5823,2,9.99
2023-11-03,5980,2,10.4
2023-11-03,6143,2,10.3
2023-11-03,6177,2,11.59
2023-11-03,6206,2,12.0
2023-11-03,9933,2,12.0
2023-11-03,10720,2,11.89
2023-11-03,10750,2,13.3
2023-11-03,11332,2,11.7
2023-11-03,11523,2,10.8
2023-11-03,11524,2,10.29
2023-11-03,11536,2,10.8
2023-11-03,11537,2,10.8
2023-11-03,11538,2,12.9
2023-11-03,11543,2,12.3
2023-11-03,11564,2,10.4
2023-11-03,11568,2,10.8
2023-11-03,11587,2,12.3
2023-11-03,11614,2,10.39
2023-11-03,11622,2,10.3
2023-11-03,11623,2,10.4
2023-11-03,11630,2,10.4
2023-11-03,11632,2,12.0
2023-11-03,11652,2,10.3
2023-11-03,11711,2,12.29
2023-11-03,11925,2,10.4
2023-11-03,12743,2,10.3
2023-11-03,12761,2,12.0
2023-11-03,13790,2,10.4
2023-11-03,14384,2,10.8
2023-11-03,14811,2,10.3
2023-11-03,14863,2,11.89
2023-11-03,15531,2,12.5
2023-11-03,15556,2,10.79
2023-11-03,15820,2,12.29
2023-11-03,16195,2,11.99
2023-11-03,16353,2,9.99
2023-11-03,16383,2,13.29
2023-11-03,16394,2,11.99
2023-11-03,16472,2,10.5
2023-11-03,16482,2,9.49
2023-11-03,16519,2,10.8
2023-11-03,16522,2,10.8
2023-11-03,16547,2,8.79
2023-11-03,16554,2,12.29
2023-11-03,17098,2,11.99
2023-11-03,17128,2,8.79
2023-11-03,17152,2,11.89
2023-11-03,17292,2,11.89
2023-11-03,17329,2,11.99
2023-11-03,17370,2,10.4
2023-11-03,17488,2,11.79
2023-11-03,17560,2,10.8
2023-11-03,17649,2,9.89
2023-11-03,17703,2,18.9
2023-11-03,17710,2,12.0
2023-11-03,17712,2,10.2
2023-11-03,17727,2,11.5
2023-11-03,17728,2,11.5
2023-11-03,17789,2,11.49
2023-11-03,17828,2,11.5
2023-11-03,17831,2,11.89
2023-11-03,17835,2,11.6
2023-11-03,17839,2,11.59
2023-11-03,17851,2,13.29
2023-11-03,17854,2,13.9
2023-11-03,17866,2,10.5
2023-11-03,17876,2,10.8
2023-11-03,17877,2,10.5
2023-11-03,17881,2,10.8
2023-11-03,17975,2,11.9
2023-11-03,17987,2,11.99
2023-11-03,18105,2,11.99
2023-11-03,18129,2,10.8
2023-11-03,18135,2,9.99
2023-11-03,18165,2,11.99
2023-11-03,18170,2,12.0
2023-11-03,18197,2,11.3
2023-11-03,18209,2,11.5
2023-11-03,18337,2,8.79
2023-11-03,18340,2,12.9
2023-11-03,18344,2,10.8
2023-11-03,18345,2,10.5
2023-11-03,18346,2,10.8
2023-11-03,18351,2,11.59
2023-11-03,18413,2,12.0
2023-11-03,18457,2,11.9
2023-11-03,18462,2,12.3
2023-11-03,18464,2,11.99
2023-11-03,18466,2,12.3
2023-11-03,18467,2,12.3
2023-11-03,18481,2,11.99
2023-11-03,18501,2,10.8
2023-11-03,18502,2,9.99
2023-11-03,18503,2,11.3
2023-11-03,18576,2,8.9
2023-11-03,18605,2,10.4
2023-11-03,18705,2,12.29
2023-11-03,20690,2,10.4
2023-11-03,20695,2,13.3
2023-11-03,20715,2,13.2
2023-11-03,20722,2,10.4
2023-11-03,20732,2,11.6
2023-11-03,20740,2,8.45
2023-11-03,20810,2,10.4
2023-11-03,20833,2,9.49
2023-11-03,20854,2,10.39
2023-11-03,20856,2,10.3
2023-11-03,20864,2,9.99
2023-11-03,20865,2,11.8
2023-11-03,20866,2,10.79
2023-11-03,20867,2,11.3
2023-11-03,20874,2,11.8
2023-11-04,3,2,10.3
2023-11-04,365,2,13.5
2023-11-04,494,2,10.39
2023-11-04,589,2,11.0
2023-11-04,633,2,13.0
2023-11-04,729,2,8.39
2023-11-04,754,2,11.59
2023-11-04,758,2,11.7
2023-11-04,834,2,12.0
2023-11-04,873,2,12.0
2023-11-04,1117,2,10.4
2023-11-04,1134,2,9.7
2023-11-04,1300,2,12.2
2023-11-04,1844,2,10.8
2023-11-04,2028,2,10.39
2023-11-04,2109,2,12.3
2023-11-04,2161,2,10.4
2023-11-04,2190,2,10.4
2023-11-04,2230,2,12.0
2023-11-04,2270,2,11.6
2023-11-04,2280,2,10.39
2023-11-04,2450,2,11.99
2023-11-04,2507,2,13.4
2023-11-04,2517,2,12.0
2023-11-04,2554,2,11.99
2023-11-04,2573,2,10.4
2023-11-04,2617,2,12.0
2023-11-04,2629,2,11.8
2023-11-04,2879,2,10.8
2023-11-04,3003,2,10.3
2023-11-04,3056,2,10.8
2023-11-04,3078,2,9.39
2023-11-04,3130,2,10.3
2023-11-04,3214,2,11.99
2023-11-04,3702,2,13.0
2023-11-04,3838,2,10.5
2023-11-04,3845,2,11.99
2023-11-04,4302,2,11.99
2023-11-04,4313,2,12.0
2023-11-04,4667,2,15.5
2023-11-04,5218,2,10.69
2023-11-04,5234,2,10.8
2023-11-04,5379,2,10.8
2023-11-04,5678,2,11.5
2023-11-04,5823,2,9.59
2023-11-04,5980,2,10.4
2023-11-04,6143,2,11.3
2023-11-04,6177,2,11.59
2023-11-04,9933,2,12.0
2023-11-04,10720,2,11.89
2023-11-04,10750,2,13.3
2023-11-04,11332,2,11.7
2023-11-04,11523,2,11.8
2023-11-04,11524,2,10.29
2023-11-04,11536,2,11.9
2023-11-04,11538,2,12.3
2023-11-04,11543,2,12.3
2023-11-04,11564,2,10.4
2023-11-04,11568,2,10.8
2023-11-04,11587,2,12.3
2023-11-04,11614,2,10.39
2023-11-04,11622,2,10.3
2023-11-04,11630,2,10.4
2023-11-04,11632,2,12.0
2023-11-04,11652,2,10.3
2023-11-04,11711,2,12.29
2023-11-04,11925,2,10.4
2023-11-04,12743,2,10.3
2023-11-04,12761,2,12.0
2023-11-04,13790,2,10.4
2023-11-04,14384,2,10.8
2023-11-04,14807,2,10.3
2023-11-04,14811,2,10.3
2023-11-04,14863,2,11.89
2023-11-04,15531,2,12.5
2023-11-04,15556,2,10.79
2023-11-04,15786,2,13.9
2023-11-04,15820,2,12.29
2023-11-04,16087,2,10.3
2023-11-04,16195,2,11.99
2023-11-04,16353,2,9.59
2023-11-04,16383,2,13.29
2023-11-04,16394,2,11.99
2023-11-04,16472,2,10.5
2023-11-04,16482,2,9.29
2023-11-04,16519,2,10.99
2023-11-04,16522,2,10.8
2023-11-04,16554,2,12.29
2023-11-04,17098,2,11.99
2023-11-04,17128,2,8.79
2023-11-04,17152,2,11.89
2023-11-04,17167,2,10.4
2023-11-04,17180,2,9.0
2023-11-04,17292,2,11.89
2023-11-04,17329,2,11.99
2023-11-04,17488,2,11.79
2023-11-04,17560,2,10.8
2023-11-04,17649,2,9.89
2023-11-04,17703,2,18.9
2023-11-04,17710,2,12.0
2023-11-04,17712,2,10.2
2023-11-04,17727,2,11.5
2023-11-04,17728,2,11.5
2023-11-04,17789,2,11.49
2023-11-04,17828,2,11.5
2023-11-04,17831,2,11.89
2023-11-04,17835,2,11.6
2023-11-04,17839,2,11.59
2023-11-04,17851,2,12.3
2023-11-04,17854,2,13.9
2023-11-04,17866,2,10.5
2023-11-04,17876,2,10.8
2023-11-04,17877,2,10.5
2023-11-04,17881,2,10.8
2023-11-04,17975,2,11.9
2023-11-04,17987,2,11.69
2023-11-04,18105,2,11.99
2023-11-04,18129,2,11.8
2023-11-04,18135,2,9.99
2023-11-04,18162,2,9.0
2023-11-04,18165,2,11.99
2023-11-04,18170,2,12.0
2023-11-04,18197,2,11.3
2023-11-04,18209,2,11.5
2023-11-04,18337,2,8.79
2023-11-04,18340,2,12.9
2023-11-04,18344,2,10.8
2023-11-04,18345,2,10.5
2023-11-04,18346,2,10.8
2023-11-04,18351,2,11.59
2023-11-04,18413,2,12.0
2023-11-04,18457,2,11.9
2023-11-04,18460,2,11.65
2023-11-04,18462,2,12.3
2023-11-04,18464,2,11.99
2023-11-04,18466,2,12.3
2023-11-04,18467,2,12.3
2023-11-04,18481,2,11.99
2023-11-04,18501,2,10.8
2023-11-04,18502,2,9.99
2023-11-04,18503,2,11.3
2023-11-04,18576,2,8.9
2023-11-04,18605,2,10.4
2023-11-04,18705,2,12.29
2023-11-04,19117,2,11.99
2023-11-04,20690,2,10.4
2023-11-04,20695,2,10.0
2023-11-04,20715,2,13.2
2023-11-04,20722,2,10.4
2023-11-04,20732,2,11.6
2023-11-04,20740,2,8.45
2023-11-04,20759,2,9.59
2023-11-04,20810,2,10.4
2023-11-04,20833,2,9.49
2023-11-04,20854,2,10.39
2023-11-04,20856,2,10.3
2023-11-04,20864,2,7.9
2023-11-04,20865,2,11.5
2023-11-04,20866,2,11.59
2023-11-04,20867,2,11.3
2023-11-04,20874,2,11.8
2023-11-05,3,2,10.3
2023-11-05,365,2,13.0
2023-11-05,494,2,10.39
2023-11-05,589,2,11.0
2023-11-05,633,2,13.0
2023-11-05,754,2,11.59
2023-11-05,758,2,11.7
2023-11-05,834,2,12.0
2023-11-05,873,2,12.0
2023-11-05,1117,2,9.9
2023-11-05,1134,2,9.4
2023-11-05,1300,2,12.2
2023-11-05,1844,2,10.8
2023-11-05,2028,2,10.39
2023-11-05,2109,2,12.3
2023-11-05,2161,2,10.4
2023-11-05,2190,2,10.4
2023-11-05,2230,2,12.0
2023-11-05,2270,2,11.6
2023-11-05,2280,2,10.39
2023-11-05,2450,2,11.99
2023-11-05,2507,2,13.4
2023-11-05,2517,2,12.0
2023-11-05,2554,2,11.99
2023-11-05,2617,2,12.0
2023-11-05,2629,2,11.8
2023-11-05,2879,2,10.8
2023-11-05,3003,2,10.3
2023-11-05,3056,2,10.8
2023-11-05,3078,2,8.99
2023-11-05,3130,2,10.3
2023-11-05,3214,2,11.99
2023-11-05,3531,2,11.99
2023-11-05,3702,2,13.0
2023-11-05,3727,2,10.9
2023-11-05,3838,2,11.3
2023-11-05,3845,2,11.99
2023-11-05,4302,2,11.99
2023-11-05,4313,2,12.0
2023-11-05,4667,2,15.5
2023-11-05,5218,2,10.69
2023-11-05,5234,2,10.8
2023-11-05,5379,2,10.8
2023-11-05,5678,2,11.5
2023-11-05,5823,2,9.59
2023-11-05,5980,2,10.4
2023-11-05,6143,2,11.3
2023-11-05,6177,2,11.59
2023-11-05,9933,2,12.0
2023-11-05,10720,2,11.89
2023-11-05,10750,2,13.3
2023-11-05,11332,2,11.7
2023-11-05,11523,2,11.8
2023-11-05,11524,2,10.29
2023-11-05,11536,2,11.9
2023-11-05,11538,2,12.3
2023-11-05,11543,2,12.3
2023-11-05,11564,2,10.4
2023-11-05,11568,2,10.8
2023-11-05,11587,2,12.3
2023-11-05,11614,2,10.39
2023-11-05,11622,2,10.3
2023-11-05,11630,2,10.4
2023-11-05,11632,2,12.0
2023-11-05,11652,2,10.3
2023-11-05,11711,2,12.29
2023-11-05,11925,2,10.4
2023-11-05,12743,2,10.3
2023-11-05,12761,2,12.0
2023-11-05,13790,2,10.4
2023-11-05,14384,2,10.8
2023-11-05,14807,2,10.3
2023-11-05,14811,2,10.3
2023-11-05,14863,2,11.89
2023-11-05,15531,2,12.5
2023-11-05,15556,2,11.59
2023-11-05,15786,2,13.0
2023-11-05,15820,2,12.29
2023-11-05,16087,2,10.3
2023-11-05,16195,2,11.99
2023-11-05,16353,2,9.59
2023-11-05,16383,2,13.29
2023-11-05,16394,2,11.99
2023-11-05,16472,2,10.5
2023-11-05,16482,2,9.29
2023-11-05,16519,2,10.99
2023-11-05,16522,2,10.8
2023-11-05,16554,2,12.29
2023-11-05,17098,2,11.99
2023-11-05,17128,2,8.79
2023-11-05,17152,2,11.89
2023-11-05,17167,2,10.4
2023-11-05,17179,2,12.8
2023-11-05,17180,2,9.0
2023-11-05,17292,2,11.89
2023-11-05,17329,2,11.99
2023-11-05,17488,2,11.79
2023-11-05,17560,2,10.8
2023-11-05,17649,2,9.89
2023-11-05,17703,2,18.9
2023-11-05,17710,2,12.0
2023-11-05,17712,2,10.2
2023-11-05,17727,2,11.5
2023-11-05,17728,2,11.5
2023-11-05,17789,2,11.49
2023-11-05,17828,2,11.5
2023-11-05,17831,2,11.89
2023-11-05,17835,2,11.6
2023-11-05,17839,2,11.59
2023-11-05,17851,2,12.3
2023-11-05,17854,2,13.9
2023-11-05,17858,2,12.29
2023-11-05,17866,2,10.5
2023-11-05,17876,2,10.8
2023-11-05,17877,2,10.5
2023-11-05,17881,2,10.8
2023-11-05,17975,2,11.9
2023-11-05,17987,2,11.69
2023-11-05,18105,2,11.99
2023-11-05,18129,2,11.8
2023-11-05,18135,2,11.79
2023-11-05,18162,2,9.0
2023-11-05,18165,2,11.99
2023-11-05,18170,2,12.0
2023-11-05,18197,2,11.3
2023-11-05,18209,2,11.5
2023-11-05,18337,2,8.79
2023-11-05,18340,2,12.9
2023-11-05,18344,2,11.9
2023-11-05,18345,2,10.5
2023-11-05,18346,2,10.8
2023-11-05,18351,2,11.59
2023-11-05,18413,2,12.0
2023-11-05,18457,2,11.9
2023-11-05,18460,2,11.65
2023-11-05,18462,2,12.3
2023-11-05,18464,2,11.99
2023-11-05,18466,2,12.3
2023-11-05,18467,2,12.3
2023-11-05,18481,2,11.99
2023-11-05,18501,2,10.8
2023-11-05,18502,2,9.99
2023-11-05,18503,2,11.3
2023-11-05,18576,2,8.9
2023-11-05,18605,2,10.4
2023-11-05,18705,2,12.29
2023-11-05,19117,2,11.99
2023-11-05,20690,2,10.4
2023-11-05,20695,2,10.0
2023-11-05,20715,2,13.2
2023-11-05,20722,2,10.4
2023-11-05,20732,2,11.6
2023-11-05,20740,2,8.45
2023-11-05,20759,2,9.59
2023-11-05,20810,2,10.4
2023-11-05,20833,2,9.49
2023-11-05,20854,2,10.39
2023-11-05,20856,2,10.3
2023-11-05,20864,2,7.9
2023-11-05,20865,2,11.5
2023-11-05,20866,2,11.59
2023-11-05,20867,2,11.3
2023-11-05,20874,2,11.8
2023-11-06,3,2,10.3
2023-11-06,361,2,12.5
2023-11-06,365,2,13.0
2023-11-06,494,2,10.39
2023-11-06,633,2,13.0
2023-11-06,754,2,11.59
2023-11-06,758,2,11.5
2023-11-06,873,2,12.0
2023-11-06,1117,2,9.9
2023-11-06,1134,2,9.4
2023-11-06,1300,2,12.2
2023-11-06,1718,2,10.4
2023-11-06,1739,2,10.8
2023-11-06,1844,2,10.8
2023-11-06,2028,2,10.39
2023-11-06,2161,2,10.0
2023-11-06,2190,2,10.4
2023-11-06,2230,2,12.0
2023-11-06,2236,2,10.79
2023-11-06,2280,2,10.39
2023-11-06,2450,2,11.99
2023-11-06,2507,2,13.4
2023-11-06,2517,2,12.5
2023-11-06,2554,2,11.99
2023-11-06,2617,2,12.0
2023-11-06,2879,2,10.8
2023-11-06,3003,2,9.9
2023-11-06,3056,2,10.8
2023-11-06,3078,2,8.99
2023-11-06,3130,2,9.9
2023-11-06,3165,2,10.0
2023-11-06,3214,2,11.99
2023-11-06,3274,2,11.9
2023-11-06,3702,2,13.0
2023-11-06,3727,2,10.9
2023-11-06,3838,2,11.3
2023-11-06,3845,2,11.99
2023-11-06,4302,2,11.99
2023-11-06,4303,2,12.8
2023-11-06,4313,2,12.0
2023-11-06,4667,2,15.5
2023-11-06,5218,2,11.69
2023-11-06,5348,2,11.5
2023-11-06,5379,2,10.8
2023-11-06,5678,2,11.6
2023-11-06,5823,2,9.59
2023-11-06,5980,2,10.4
2023-11-06,6143,2,11.0
2023-11-06,6177,2,11.59
2023-11-06,9787,2,10.4
2023-11-06,9933,2,12.0
2023-11-06,10720,2,11.89
2023-11-06,10750,2,13.3
2023-11-06,11332,2,11.7
2023-11-06,11523,2,11.8
2023-11-06,11524,2,10.99
2023-11-06,11536,2,11.9
2023-11-06,11537,2,11.5
2023-11-06,11538,2,12.3
2023-11-06,11543,2,12.3
2023-11-06,11564,2,9.9
2023-11-06,11568,2,10.8
2023-11-06,11587,2,12.3
2023-11-06,11614,2,10.39
2023-11-06,11622,2,9.9
2023-11-06,11623,2,10.39
2023-11-06,11630,2,11.5
2023-11-06,11699,2,10.39
2023-11-06,11711,2,12.29
2023-11-06,11925,2,10.4
2023-11-06,12077,2,11.6
2023-11-06,12743,2,10.3
2023-11-06,12761,2,12.0
2023-11-06,13790,2,9.9
2023-11-06,14384,2,10.8
2023-11-06,14531,2,10.99
2023-11-06,14807,2,9.9
2023-11-06,14811,2,9.9
2023-11-06,14863,2,11.89
2023-11-06,15531,2,12.5
2023-11-06,15556,2,11.59
2023-11-06,15820,2,12.29
2023-11-06,15960,2,11.6
2023-11-06,16087,2,9.9
2023-11-06,16195,2,11.99
2023-11-06,16353,2,9.59
2023-11-06,16383,2,13.29
2023-11-06,16394,2,11.99
2023-11-06,16472,2,11.2
2023-11-06,16482,2,8.99
2023-11-06,16519,2,10.99
2023-11-06,16522,2,10.8
2023-11-06,16547,2,8.79
2023-11-06,16554,2,12.29
2023-11-06,17098,2,11.99
2023-11-06,17101,2,10.5
2023-11-06,17128,2,8.79
2023-11-06,17152,2,11.89
2023-11-06,17167,2,10.4
2023-11-06,17202,2,10.4
2023-11-06,17292,2,11.89
2023-11-06,17294,2,12.0
2023-11-06,17296,2,12.0
2023-11-06,17298,2,11.99
2023-11-06,17329,2,11.99
2023-11-06,17370,2,10.4
2023-11-06,17488,2,11.79
2023-11-06,17703,2,18.9
2023-11-06,17727,2,11.5
2023-11-06,17728,2,11.5
2023-11-06,17789,2,11.49
2023-11-06,17828,2,11.5
2023-11-06,17831,2,11.89
2023-11-06,17835,2,11.6
2023-11-06,17839,2,11.59
2023-11-06,17849,2,12.3
2023-11-06,17851,2,12.3
2023-11-06,17853,2,12.3
2023-11-06,17858,2,12.29
2023-11-06,17865,2,11.6
2023-11-06,17866,2,11.49
2023-11-06,17876,2,11.5
2023-11-06,17880,2,11.9
2023-11-06,17881,2,10.8
2023-11-06,17896,2,12.0
2023-11-06,17975,2,11.9
2023-11-06,17987,2,11.69
2023-11-06,18073,2,11.39
2023-11-06,18105,2,11.99
2023-11-06,18129,2,11.8
2023-11-06,18135,2,11.79
2023-11-06,18165,2,11.99
2023-11-06,18166,2,11.99
2023-11-06,18170,2,12.0
2023-11-06,18197,2,11.3
2023-11-06,18209,2,11.5
2023-11-06,18337,2,8.79
2023-11-06,18340,2,12.9
2023-11-06,18344,2,11.6
2023-11-06,18345,2,11.2
2023-11-06,18346,2,10.8
2023-11-06,18351,2,11.59
2023-11-06,18413,2,12.0
2023-11-06,18457,2,11.9
2023-11-06,18460,2,11.65
2023-11-06,18462,2,12.3
2023-11-06,18464,2,11.99
2023-11-06,18466,2,12.3
2023-11-06,18481,2,11.99
2023-11-06,18501,2,10.8
2023-11-06,18502,2,9.99
2023-11-06,18503,2,11.3
2023-11-06,18576,2,8.9
2023-11-06,18605,2,10.4
2023-11-06,18666,2,8.3
2023-11-06,18705,2,13.29
2023-11-06,19117,2,11.99
2023-11-06,20690,2,10.4
2023-11-06,20695,2,12.3
2023-11-06,20713,2,11.9
2023-11-06,20715,2,13.2
2023-11-06,20722,2,10.4
2023-11-06,20730,2,11.6
2023-11-06,20732,2,11.6
2023-11-06,20733,2,11.6
2023-11-06,20759,2,9.59
2023-11-06,20810,2,10.4
2023-11-06,20833,2,9.49
2023-11-06,20854,2,10.39
2023-11-06,20864,2,11.2
2023-11-06,20865,2,11.5
2023-11-06,20866,2,11.59
2023-11-06,20867,2,11.3
2023-11-06,20871,2,10.99
2023-11-06,20874,2,11.8
2023-11-06,20884,2,11.6
2023-11-07,3,2,9.9
2023-11-07,361,2,12.5
2023-11-07,365,2,13.0
2023-11-07,494,2,10.39
2023-11-07,589,2,10.5
2023-11-07,633,2,13.0
2023-11-07,754,2,11.59
2023-11-07,758,2,11.5
2023-11-07,834,2,12.0
2023-11-07,873,2,12.0
2023-11-07,1117,2,9.9
2023-11-07,1134,2,9.4
2023-11-07,1300,2,12.2
2023-11-07,1718,2,10.4
2023-11-07,1844,2,10.8
2023-11-07,2028,2,10.39
2023-11-07,2158,2,10.39
2023-11-07,2161,2,10.0
2023-11-07,2190,2,10.4
2023-11-07,2230,2,12.0
2023-11-07,2270,2,11.6
2023-11-07,2280,2,10.39
2023-11-07,2450,2,11.99
2023-11-07,2507,2,13.4
2023-11-07,2517,2,12.5
2023-11-07,2554,2,11.99
2023-11-07,2573,2,11.2
2023-11-07,2617,2,12.0
2023-11-07,2879,2,10.8
2023-11-07,3003,2,9.9
2023-11-07,3056,2,11.6
2023-11-07,3078,2,8.99
2023-11-07,3130,2,9.9
2023-11-07,3214,2,11.99
2023-11-07,3702,2,13.0
2023-11-07,3727,2,10.9
2023-11-07,3838,2,11.3
2023-11-07,3845,2,11.99
2023-11-07,4302,2,11.99
2023-11-07,4303,2,12.8
2023-11-07,4313,2,12.0
2023-11-07,4667,2,15.5
2023-11-07,5218,2,11.69
2023-11-07,5274,2,8.79
2023-11-07,5348,2,11.5
2023-11-07,5379,2,10.8
2023-11-07,5678,2,11.6
2023-11-07,5823,2,9.59
2023-11-07,5980,2,10.4
2023-11-07,6143,2,11.0
2023-11-07,6177,2,11.59
2023-11-07,9787,2,10.4
2023-11-07,9933,2,12.0
2023-11-07,10720,2,11.89
2023-11-07,10750,2,13.3
2023-11-07,11332,2,11.7
2023-11-07,11523,2,11.8
2023-11-07,11524,2,10.99
2023-11-07,11536,2,11.9
2023-11-07,11537,2,11.5
2023-11-07,11538,2,12.3
2023-11-07,11543,2,12.3
2023-11-07,11564,2,9.9
2023-11-07,11568,2,10.8
2023-11-07,11587,2,12.3
2023-11-07,11614,2,10.39
2023-11-07,11622,2,9.9
2023-11-07,11623,2,10.39
2023-11-07,11624,2,10.4
2023-11-07,11630,2,11.5
2023-11-07,11652,2,9.9
2023-11-07,11699,2,10.39
2023-11-07,11711,2,12.29
2023-11-07,11925,2,10.4
2023-11-07,12743,2,9.9
2023-11-07,12761,2,12.0
2023-11-07,13790,2,9.9
2023-11-07,14384,2,11.8
2023-11-07,14807,2,9.9
2023-11-07,14811,2,9.9
2023-11-07,14863,2,11.89
2023-11-07,15531,2,12.5
